,Unnamed: 0,id,compendiumUrl,numPages,curatorApiUrl,GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,S,sum,Sc ppm,Cr,Co,Cu,Zn,Ga,Ge ppb,As,Se,Rb,Sr,,Nb,Mo,Ru,Rh,Pd ppb,Ag ppb,Cd ppb,In ppb,Sn ppb,Sb ppb,Te ppb,Cs ppm,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W ppb,Re ppb,Os ppb,Ir ppb,Pt ppb,Au ppb,Th ppm,U ppm
422,423,61015,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61015.pdf,13,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61015,61015.0,497.0,Apollo 16,1,,,1804.0,Breccia,Impact Melt,96.51100000000001,"November, 20 2014 00:00:00",True,,,Dilithologic,"['45.5', '44.8', '45.23', '45.8']","['0.27', '0.62', '0.45', '0.79', '0.33']","['32.9', '24.5', '26.87', '22.09', '28.1']","['2.95', '6.69', '4.42', '6.4', '5.14']","['0.033', '0.08', '0.07', '0.1']","['2.9', '8.9', '6.61', '10.5', '7.01']","['17.8', '13.6', '15.5', '13.36', '14.9']","['0.47', '0.49', '0.42', '0.47', '0.465']","['0.048', '0.13', '0.09', '0.21']","['0.087', '0.195', '0.09', '0.19']","['0.05', '0.215']",[],"['3.85', '8.85', '10', '10', '4.89']","['340', '980', '547', '890', '732']","['39.5', '60.9', '14', '30', '58.7']","['3.8', '5.9']","['2', '3.1']","['3.8', '2.3', '3.1']",[],[],[],"['2.4', '4', '3.6', '9']","['197', '166', '130', '140', '193']",,"['5', '16', '10', '10']",[],[],[],[],[],[],[],[],[],[],['0.07'],"['80', '200', '130', '280', '90']","['7.62', '20.8', '10', '19', '8']","['19.8', '56.4', '21.7']",[],"['14', '34', '13.7']","['3.19', '8.61', '3.83']","['1.17', '1.3', '0.956']",['11'],"['0.63', '1.87', '0.8']","['4.25', '11.3']","['0.91', '2.76']",[],[],"['2.4', '6.52', '2.53']","['0.32', '0.89', '0.394']","['2.4', '6.78', '2.95']","['0.26', '0.86', '0.38']",[],[],[],"['13', '29', '30']",[],"['14', '20']","['0.73', '2.55', '1.5']","['0.23', '0.68', '0.27']"
423,424,61016,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61016.pdf,21,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61016,61016.0,498.0,Apollo 16,1,,,11729.0,Breccia,Impact Melt,95.234,"February, 05 2015 00:00:00",True,True,"61016,116",Basaltic pristine anorthosite (G),"['43.3', '42.9', '43.43']","['0.76', '0.76', '0.88', '0.67', '0.78']","['25.1', '23.9', '24', '24.56']","['5.1', '5.31', '5.4', '5.16']","['0.05', '0.05']","['10.7', '12.5', '11.5', '10.26']","['14.3', '13.3', '13.7', '14.42']","['0.33', '0.29', '0.29', '0.31', '0.36']","['0.08', '0.13', '0.083', '0.067', '0.08']","['0.12', '0.12']",[],[],"['6.6', '3.5', '6.6']","['250', '697', '433', '600']","['36', '35', '36.7']","['4.4', '2.3', '6.4']",[],['3.48'],['850'],['270'],[],"['2', '1.8', '2.04', '1.63', '2.84']","['160', '166', '170', '130']",,"['20.5', '13']",[],[],[],['25'],[],[],[],[],[],[],['0.12'],"['240', '172', '137', '160']","['15.3', '19.2', '13', '16.7']","['52', '41.8', '32.7', '46']","['6.71', '5.8']","['25.9', '29.2', '21.2']","['7', '8.5', '5.88', '6.9']","['1.23', '1.38', '1.28', '1.38']","['9.1', '9.67', '7.46', '9.5']","['1.28', '1.5']","['8.5', '9.4', '7.5', '9.7']","['1.83', '2']","['5.4', '5.68', '4.38', '4.8']",['0.84'],"['5.1', '4.97', '3.87', '4.4']","['0.65', '0.79', '0.61']","['4.2', '5.99', '4.9']",['1.02'],['0.25'],['14'],[],"['13', '15']",[],"['12', '13']","['2.38', '1.6']","['0.497', '0.394', '0.46']"
424,425,61135,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61135.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61135,61135.0,499.0,Apollo 16,1,PLUM CRATER,,245.1,Breccia,Fragmental,93.30799999999999,"June, 24 2013 00:00:00",True,,,polymict,[],"['0.54', '0.46']","['29.4', '30.3']","['3.31', '3.63', '4.1']",['0.056'],"['4.5', '4.8']","['16.7', '16.1', '16.4']","['0.542', '0.53', '0.51']","['0.083', '0.091']",[],[],[],"['4.96', '5.7', '5.96']","['376', '417', '468']","['13.2', '17.2', '17.1']",[],[],[],[],[],[],['5.6'],"['211', '170', '182']",,[],[],[],[],[],[],[],[],[],[],[],"['0.1', '0.09']","['78', '110', '101']","['6.41', '9.1', '9.19']","['16.7', '23.1', '23.9']",[],"['10', '15']","['2.98', '4.18', '4.22']","['1.22', '1.23', '1.24']",['5.3'],"['0.54', '0.85', '0.87']",['5.5'],['1.3'],[],[],"['2.01', '2.9', '2.97']","['0.282', '0.4', '0.401']","['2.25', '3.1', '3.18']","['0.26', '0.34', '0.33']",[],[],[],"['5.4', '2.6', '6']",[],"['2.9', '0.65', '3.2']","['1.39', '1.04', '1.22', '1.45']","['0.38', '0.24', '0.41', '0.38']"
425,426,61155,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61155.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61155,61155.0,501.0,Apollo 16,1,,,47.59,Breccia,Impact Melt,98.28,"August, 15 2007 00:00:00",True,,,Glassy,[],[],[],[],[],[],[],[],['0.053'],[],[],[],[],,[],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['1.12'],['0.31']
426,427,61156,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61156.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61156,61156.0,502.0,Apollo 16,1,,,58.46,Breccia,Impact Melt,66.406,"September, 20 2012 00:00:00",True,,,Meta-poikilitic,"['44.56', '45.37', '73']","['0.64', '0.62', '0.65']","['22.94', '23.05', '22.9']","['7.75', '7.73', '8']","['0.12', '0.085']","['9.6', '9.85', '9.3']","['13.34', '13.6', '13.3']","['0.39', '0.44', '0.38']","['0.086', '0.11', '0.11', '0.12']",['0.22'],['0.12'],[],['9.36'],,['59.4'],['6.6'],['5'],['4.5'],['1750'],['370'],[],"['2.5', '2.44', '2.461']","['153', '155', '154']",,"['17', '15.6']",[],[],[],['59'],[],[],[],[],[],[],['0.15'],"['220', '193']","['22.5', '20.5']","['55', '51.8']",['8'],['33.1'],"['9.82', '9.37']","['1.34', '1.31']","['12.1', '11.8']",['2.1'],"['13.3', '12.2']",['3.3'],"['8.3', '7.09']",[],"['6.8', '6.5']",['0.9'],"['7.25', '7.4']",['0.83'],['0.56'],['2.6'],[],['23'],['22'],[],"['1.55', '3.2', '3.42']","['0.55', '0.92', '0.943']"
427,428,61175,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61175.pdf,9,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61175,61175.0,504.0,Apollo 16,1,PLUM CRATER,,542.7,Breccia,Fragmental,83.398,"December, 04 2014 00:00:00",True,,,polymict,['43.9'],"['0.7', '0.05']","['29', '35.2']","['4.42', '4.61', '0.41']",['0.06'],"['4.6', '0.83']","['16', '17', '18.9']","['0.532', '0.55', '0.41']","['0.09', '0.083', '0.06']",[],[],[],"['7.7', '8.1', '10']","['566', '560']","['17.8', '16.1', '16']",['9'],[],[],[],[],[],"['2.7', '1.28']","['201', '130']",,['8.1'],[],[],[],[],[],[],[],[],[],[],"['0.14', '0.16', '0.07']","['122', '100', '125']","['10.5', '10.2', '2.3']","['27.1', '25.1', '25.2']",['3.51'],"['15', '16.4', '13.8']","['4.76', '4.77', '3.9']","['1.22', '1.3', '1.12']","['5.5', '5.01']","['0.89', '1.03', '0.78']","['6.3', '5.3']","['1.4', '1.24']",['3.5'],['0.5'],"['3.25', '3.4', '3.01']","['0.464', '0.43', '0.47']","['3.58', '3.6', '2.38']","['0.42', '0.42']",[],[],[],"['5.8', '2.6']",[],"['3.2', '1']","['1.66', '1.42', '1.54', '1.56']","['0.42', '0.4', '0.42', '0.35']"
428,429,61195,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61195.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61195,61195.0,506.0,Apollo 16,1,PLUM CRATER,,587.9,Breccia,Regolith,96.18299999999999,"September, 19 2014 00:00:00",True,,,,"['45.4', '43.92']","['0.7', '0.5', '0.46']","['29', '26.8', '27.93']","['4.6', '4.55', '5.12', '4.84']","['0.058', '0.08', '0.05']","['5.1', '5.56', '5.94']","['18.1', '15.7', '15.4', '16.01']","['0.47', '0.441', '0.46', '0.23']","['0.06', '0.094', '0.11', '0.06']",['0.17'],['0.07'],[],"['7.6', '8.09', '8.53']","['601', '650', '680']","['24.7', '18.9', '27']",['3.76'],['9.71'],['3.85'],['1630'],['90'],['0.44'],"['3.1', '3.86']","['70', '176', '166']",,['11.8'],[],[],[],['8.4'],[],[],[],[],[],[],"['0.13', '0.1', '0.144']","['110', '103', '152']","['9.2', '9.23', '14.6']","['23.1', '24.2', '34']",['5.2'],"['15.9', '14', '23']","['4.29', '4.24', '6.3']","['1.21', '1.12', '1.2']","['5.4', '7.23']","['0.89', '0.79', '1.25']","['6', '8.3']","['1.3', '1.83']",['4.6'],[],"['3', '3', '4.37']","['0.44', '0.439', '0.64']","['3.2', '3.38', '4.58']","['0.35', '0.55', '0.55']",['0.35'],['0.56'],[],"['6.5', '6.2', '11.3']",[],"['1.3', '5.1', '6.1']","['1.13', '1.38', '1.85', '2.3']","['0.3', '0.41', '0.39', '0.72']"
429,430,61225,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61225.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61225,61225.0,,Apollo 16,1,,,3.52,Breccia,Impact Melt,87.35799999999999,"February, 25 2011 00:00:00",True,,,crystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,431,61295,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61295.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61295,61295.0,513.0,Apollo 16,1,PLUM CRATER,,187.0,Breccia,Regolith,92.03299999999999,"April, 02 2014 00:00:00",True,,,,['45.19'],"['0.56', '1.3']","['28.29', '31']","['4.52', '4.06', '4.4']","['0.06', '0.051']","['4.72', '4.6']","['16.16', '16.4', '15.9']","['0.45', '0.51', '0.522']","['0.09', '0.093', '0.083', '0.1']",['0.1'],['0.06'],[],"['7.1', '7.35']","['570', '506', '534']","['16.9', '21']",[],[],[],[],[],[],"['2.3', '1.9', '2.31']","['187', '130', '200', '186']",,['8.6'],[],[],[],[],[],[],[],[],[],[],"['0.17', '0.09']","['105', '108', '117']","['7.9', '10.6', '10.4']","['20.1', '27.3', '25.7']",[],"['13.5', '17', '16.4']","['3.59', '5.08', '4.59']","['1.17', '1.21', '1.22']","['4.9', '5.76']","['0.81', '0.92']","['5.5', '5.99']",['1.1'],['3.55'],[],"['2.5', '3.16', '3.25']","['0.35', '0.455']","['2.5', '3.6']","['0.37', '0.39']",[],[],[],"['3.5', '5.6']",[],"['0.82', '5.6']","['1', '1.48', '1.16', '1.63']","['0.39', '0.35', '0.4', '0.495']"
431,432,61515,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61515.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61515,61515.0,515.0,Apollo 16,1,,,2.0,Breccia,Fragmental,100.0,"August, 15 2007 00:00:00",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,433,61516,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61516.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61516,61516.0,516.0,Apollo 16,1,,,2.38,Breccia,Fragmental,80.96600000000001,"March, 30 2012 00:00:00",True,,,polymict,['45.58'],['0.42'],['27.24'],"['4.61', '4.22']",['6.05'],['15.35'],"['0.54', '15.9']","['0.12', '0.509']",[],[],[],[],['6.22'],,['22.7'],[],[],[],[],[],[],[],['212'],,[],[],[],[],[],[],[],[],[],[],[],['0.11'],['114'],['10.4'],['27.6'],[],['17'],['4.76'],['1.245'],[],['0.93'],[],[],[],[],['3.28'],['0.452'],['3.57'],['0.4'],[],[],[],['5.3'],[],['6.8'],['1.86'],['0.44']
433,434,61517,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61517.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61517,61517.0,517.0,Apollo 16,1,,,0.47,Breccia,Fragmental,100.0,"August, 15 2007 00:00:00",False,,,polymict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,435,61518,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61518.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61518,61518.0,518.0,Apollo 16,1,,,0.16,Breccia,Fragmental,100.0,"August, 15 2007 00:00:00",False,,,polymict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,436,61519,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61519.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61519,61519.0,519.0,Apollo 16,1,,,0.33,Breccia,Fragmental,100.0,"August, 15 2007 00:00:00",False,,,polymict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,437,61525,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61525.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61525,61525.0,520.0,Apollo 16,1,,,10.35,Breccia,Fragmental,96.792,"March, 30 2012 00:00:00",True,,,"Polymict, Glassy",['45.85'],['0.55'],['26.19'],"['5.27', '5.25']",[],['5.57'],"['15.12', '15.1']","['0.59', '0.579']",['0.23'],[],[],[],['9.4'],,"['17.8', '21.3']",[],['50'],[],[],[],[],[],['180'],,[],[],[],[],[],[],[],[],[],[],[],['0.23'],['266'],['17.9'],['46'],[],['28'],['7.87'],['1.31'],[],['1.5'],[],[],[],[],['5.5'],['0.754'],['5.76'],['0.92'],[],[],[],['7.9'],[],['4.8'],['2.57'],['0.67']
437,438,61526,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61526.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61526,61526.0,521.0,Apollo 16,1,,,4.08,Breccia,Fragmental,100.0,"August, 15 2007 00:00:00",False,,,polymict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,439,61527,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61527.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61527,61527.0,522.0,Apollo 16,1,,,0.52,Breccia,Fragmental,100.0,"August, 15 2007 00:00:00",False,,,polymict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,440,61528,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61528.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61528,61528.0,523.0,Apollo 16,1,,,0.24,Breccia,Fragmental,100.0,"August, 15 2007 00:00:00",False,,,polymict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,441,61529,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61529.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61529,61529.0,524.0,Apollo 16,1,,,0.28,Breccia,Fragmental,100.0,"August, 15 2007 00:00:00",False,,,polymict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,442,61536,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61536.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61536,61536.0,526.0,Apollo 16,1,,,85.99,Breccia,Fragmental,99.465,"April, 02 2014 00:00:00",True,,,Glassy,[],['0.51'],['27.6'],['4.47'],['0.07'],['4.9'],['16.7'],['0.53'],[],[],[],[],['7.82'],['563'],['21.6'],[],[],[],[],[],[],[],['186'],,[],[],[],[],[],[],[],[],[],[],[],['0.09'],['114'],['10'],['26.6'],[],['15'],['4.77'],['1.2'],[],['0.92'],[],[],[],[],['3.27'],['0.455'],['3.62'],['0.44'],[],[],[],['9.8'],[],['4.4'],['1.7'],['0.5']
442,443,61546,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61546.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61546,61546.0,531.0,Apollo 16,1,,,110.7,Breccia,Impact Melt,99.079,"March, 30 2012 00:00:00",True,,,Glassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,444,61547,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61547.pdf,1,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61547,61547.0,532.0,Apollo 16,1,,,17.93,Breccia,Impact Melt,93.35,"August, 15 2007 00:00:00",True,,,Basaltic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,445,61548,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61548.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61548,61548.0,533.0,Apollo 16,1,,,24.18,Breccia,Impact Melt,98.17200000000001,"March, 30 2012 00:00:00",True,,,Glassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,446,61549,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61549.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61549,61549.0,534.0,Apollo 16,1,,,3.76,Breccia,Impact Melt,91.223,"March, 30 2012 00:00:00",True,,,Basaltic/poikilitic,['45.7'],[],['20.7'],['6.2'],[],['14.6'],['11.5'],['0.46'],['0.18'],[],[],[],['8.6'],,['32'],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],['17.4'],[],[],[],['8.1'],['1.1'],[],[],[],[],[],[],[],['0.86'],[],[],[],[],[],[],[],[],[],[]
446,447,61568,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61568.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61568,61568.0,543.0,Apollo 16,1,,,19.32,Breccia,Impact Melt,93.499,"March, 30 2012 00:00:00",True,,,Basaltic/poikilitic,['44.8'],[],['27.8'],['3.9'],[],['5.1'],['15.2'],['0.51'],['0.24'],[],[],['4'],['7.7'],,['44'],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],['26.5'],[],[],[],['12.3'],['1.4'],[],[],[],[],[],[],[],['1.3'],[],[],[],[],[],[],[],[],[],[]
447,448,61569,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/61569.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/61569,61569.0,544.0,Apollo 16,1,,,12.02,Breccia,Impact Melt,93.586,"March, 30 2012 00:00:00",True,,,Poikilitic,[],['1'],['21.9'],['7.41'],['0.085'],['9.95'],['12.9'],['0.47'],['0.19'],[],[],[],['12.4'],['1110'],['54'],[],[],['4.1'],[],[],[],[],[],,[],[],[],[],[],[],[],['5.5'],[],[],[],[],['180'],['18.1'],['45'],[],['25'],['8'],['1.33'],[],['1.65'],['8.8'],[],[],[],['5.8'],['0.82'],['5.9'],['0.67'],[],[],[],['20'],[],['18'],['2.8'],['0.76']
448,449,62235,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/62235.pdf,10,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/62235,62235.0,549.0,Apollo 16,2,,,319.6,Breccia,Impact Melt,81.92200000000001,"February, 18 2015 00:00:00",True,,,Poikilitic,"['47.1', '47', '47.05']","['1.18', '1.2', '0.85', '1.18', '1.19']","['18.5', '18.7', '21.35', '18.95', '18.88']","['9.4', '9.55', '10.3', '9.1', '9.45']","['0.11', '0.11', '0.11', '0.13']","['10', '10.3', '14.1', '10.3', '10.16']","['11.5', '11.5', '12.3', '11.65', '11.6']","['0.46', '0.48', '0.54', '0.51', '0.42']","['0.35', '0.34', '0.27', '0.32', '0.33']","['0.41', '0.41', '0.39']","['0.1', '0.1']",[],"['16.9', '16.5']","['1309', '869', '1280']","['64', '54.2']","['3.9', '24.9']","['2.2', '11']","['4.6', '3.82']",['800'],['250'],['260'],"['9.32', '16', '8.39']","['161', '152']",,['43'],[],[],[],[],[],[],['10'],[],[],[],"['0.45', '0.35']","['568', '530', '530']","['60.1', '57.7', '60.3']","['153', '146', '160']",['21.5'],"['94.3', '94']","['27.1', '22.3', '25.2']","['2.03', '2.39', '1.93']","['32.2', '31.7']","['5.1', '5.56']","['35', '35', '35']","['6', '6.8']","['21.2', '18', '21']",[],"['18.7', '13.5', '19.4']","['2.87', '2.59']","['22.5', '20.7', '20.7']","['2.28', '2.17']",['994'],['1.7'],[],['17'],[],['17.6'],"['9.93', '9.4', '7.83']","['2.53', '3.2', '2.08']"
449,450,62255,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/62255.pdf,9,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/62255,62255.0,554.0,Apollo 16,2,,,1239.0,Breccia,Fragmental,93.76299999999999,"February, 03 2015 00:00:00",True,,,"Dilithologic , cataclastic anorthosite clasts","['44.1', '45.28']",['0.36'],"['35.3', '25.46']","['0.2', '5.93']",[],"['0.37', '8.03']","['19.1', '14.29']","['0.49', '0.59']","['0.09', '0.11']",[],[],[],['5.4'],"['17', '820']",['63'],[],['0.31'],[],['5.8'],[],['2.9'],['0.025'],[],,[],[],[],[],['0.13'],['2'],['3.8'],['1.7'],[],['0.54'],['2.9'],['0.0005'],"['14.6', '92']","['0.6', '8.68']","['0.46', '24.8']",['0.07'],['0.32'],"['0.11', '4.04']","['0.8', '1.04']",['0.1'],['0.94'],[],['0.02'],['0.06'],[],"['0.06', '2.68']",['0.43'],"['3.01', '0.0239']",['0.47'],['3.46'],['0.0087'],['0.018'],['0.016'],[],['0.062'],['1.94'],
450,451,62295,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/62295.pdf,10,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/62295,62295.0,557.0,Apollo 16,2,,,250.8,Breccia,Impact Melt,77.695,"September, 19 2014 00:00:00",True,,,Basaltic,[],"['0.685', '0.68', '0.67']",['20.3'],['5.84'],[],['14.3'],['10.6'],"['0.46', '0.46', '0.43']","['0.073', '0.073', '0.074']",[],[],[],[],"['773', '773', '1009']",['34'],['10'],"['16.5', '18']",[],['642'],[],['186'],"['4.59', '4.59', '4.692', '5.8', '6.4']","['139', '139', '137']",,['12'],[],[],[],[],['2.9'],['4.9'],[],[],['0.88'],['12.5'],['0.53'],"['187', '187', '182']","['18.6', '18.6', '18.1']","['45.9', '45.9', '46']",[],"['29', '29']","['8.3', '8.3', '8.05']","['1.18', '1.18', '1.15']","['10.1', '10.1', '10.2']",[],"['10.8', '10.8', '10.6']",[],"['6.85', '6.85', '6.69']",[],"['6.06', '6.06', '5.86']","['0.879', '0.879', '0.863']",['6.3'],[],[],['0.336'],[],['3.58'],[],['3.1'],['3.47'],"['0.882', '0.88', '0.87', '0.935']"
451,452,63335,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/63335.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/63335,63335.0,559.0,Apollo 16,13,SHADOW ROCK,,65.4,Breccia,Impact Melt,80.304,"September, 19 2014 00:00:00",True,,,Fine-grained,['45.2'],"['0.42', '0.34']","['30.86', '31.5']","['3.23', '2.6']","['0.04', '0.035']","['2.81', '2']","['17.25', '17.6']","['0.57', '0.69']","['0.05', '0.05', '0.062']",['0.03'],['0.03'],[],['4.4'],"['383', '240']",['5'],[],['16.3'],[],['28'],[],['24'],"['1.146', '1.2']",['222'],,[],[],[],[],[],['4.9'],['12.4'],[],[],['3.19'],['6.1'],['0.067'],"['56.2', '40']","['3.15', '2.6']","['7.76', '6']",[],"['4.99', '4']","['1.44', '1.2']","['1.39', '1.32']",['1.82'],['0.2'],"['1.96', '1.5']",[],['1.22'],[],"['1.14', '1.5']","['0.175', '0.9']","['1.15', '0.6']",['0.1'],[],['0.136'],[],"['2', '1.32']",[],"['4', '0.81']","['0.49', '0.25', '0.24']","['0.136', '0.1', '0.159', '0.072']"
452,453,63355,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/63355.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/63355,63355.0,561.0,Apollo 16,13,SHADOW ROCK,,68.24,Breccia,Impact Melt,77.836,"December, 10 2013 00:00:00",True,,,Poikilitic,[],['0.88'],['21.5'],['8.3'],['0.09'],['8'],['12'],['0.5'],"['0.22', '0.24']",[],[],[],['12'],['1156'],['62'],[],['5.2'],[],['1910'],[],['340'],['6.5'],[],,[],[],[],[],[],['2.3'],['5.7'],[],[],['5.87'],['38'],['0.3'],['280'],['30'],['74'],[],['47'],['12'],['1.51'],[],['2.5'],['16'],[],[],[],['8.8'],['1.3'],['8.9'],['1.2'],[],['2.27'],[],"['24', '16.6']",[],"['16', '18.4']","['4.2', '4.85']","['1.2', '0.98', '1.31']"
453,454,63506,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/63506.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/63506,63506.0,564.0,Apollo 16,13,,,4.9,Breccia,Impact Melt,95.204,"February, 25 2011 00:00:00",True,,,Basaltic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,455,63507,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/63507.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/63507,63507.0,565.0,Apollo 16,13,,,2.78,Breccia,Fragmental,82.12200000000001,"November, 13 2013 00:00:00",True,,,Fragmental regolith breccia (G),[],['0.66'],['24.8'],['6.42'],['0.07'],['7.1'],['15.1'],['0.493'],[],[],[],[],['9.7'],['763'],['72.4'],[],[],[],[],[],[],[],['201'],,[],[],[],[],[],[],[],[],[],[],[],['0.14'],['146'],['12.7'],['32'],[],['20'],['5.9'],['1.265'],[],['1.09'],[],[],[],[],['4.11'],['0.59'],['4.57'],['0.56'],[],[],[],['51'],[],['17'],['2.28'],['0.58']
