,Unnamed: 0,id,compendiumUrl,numPages,curatorApiUrl,GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,S,sum,Sc ppm,Cr,Co,Cu,Zn,Ga,Ge ppb,As,Se,Rb,Sr,,Nb,Mo,Ru,Rh,Pd ppb,Ag ppb,Cd ppb,In ppb,Sn ppb,Sb ppb,Te ppb,Cs ppm,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W ppb,Re ppb,Os ppb,Ir ppb,Pt ppb,Au ppb,Th ppm,U ppm
392,393,15515,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15515.pdf,1,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15515,15515.0,296.0,Apollo 15,9,SCARP CRATER,SCB 7 273,144.7,Breccia,Clod,79.737,"February, 15 2013 00:00:00",True,,,Regolith clods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,394,15558,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15558.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15558,15558.0,314.0,Apollo 15,9,HADLEY RILLE,SCB 2,1333.0,Breccia,Regolith,97.60600000000001,"November, 13 2013 00:00:00",True,,,Glass-coated,['46.31'],"['1.89', '2', '1.89']","['12.4', '12.3', '12.4']","['16.54', '15.9', '17.7']","['0.22', '0.21', '0.22']","['10.51', '11.5', '10.5']","['10.81', '10', '10.4']","['0.42', '0.45', '0.41']","['0.205', '0.19', '0.21']",['0.21'],['0.09'],[],"['30.7', '34.1']","['3127', '3300']","['42', '51.1']",[],[],[],[],[],[],['5.3'],"['123', '105', '120']",,['22'],[],[],[],[],[],[],[],[],[],[],['0.22'],"['250', '207']","['24.5', '21.4']","['60', '57']",[],"['41', '33']","['11.5', '10.6']","['1.3', '1.25']",[],"['2.35', '2.1']",['15.1'],['3.5'],[],['1.3'],"['8.27', '7.1']","['1.17', '0.98']","['7.8', '8.3']","['1', '1.06']",[],[],[],['6'],[],['2.7'],"['3.42', '3.6', '3.8', '3.5']","['1.01', '1', '0.95']"
394,395,15565,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15565.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15565,15565.0,317.0,Apollo 15,9A,HADLEY RILLE,SCB 2,822.6,Breccia,Regolith,75.167,"December, 03 2014 00:00:00",True,,,Fragments,['48.2'],"['1.91', '0.1', '1.9']","['13.3', '14.1', '24.9', '12.3']","['13.5', '4.1', '17.9']","['0.07', '0.22']","['9.2', '8.8', '10.4', '9.2']","['10.5', '9.6', '13.3', '10.2', '9.6']","['0.58', '0.58', '0.425', '0.41']","['0.06', '0.16']",[],[],[],"['28.1', '29', '6.7', '35', '29']","['2890', '2600', '1510', '3140']","['32.7', '33.2', '20', '43']",[],['1.68'],['3.9'],['18.1'],[],[],[],"['100', '150', '200', '110']",,[],[],[],[],[],[],[],[],[],[],[],"['0.43', '0.36']","['760', '385', '68', '190']","['42.9', '40.6', '4.25', '18.4']","['103', '105', '9.5', '45']",[],"['68', '61', '32', '61']","['20.1', '18.4', '1.38', '8.75']","['1.85', '1.74', '1.36', '1.25']",['1.94'],"['4.08', '3.63', '0.24']",['14'],['2.8'],[],['1'],"['14.4', '13.5', '1.35', '6.2']","['1.99', '1.72', '0.19', '0.89']","['17.8', '14.6', '0.69', '6.12']","['1.79', '0.82']",[],['7.1'],[],"['0.03', '3']",[],"['0.07', '4']","['0.43', '2.8', '6.6']","['0.31', '0.7']"
395,396,15698,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15698.pdf,1,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15698,15698.0,411.0,Apollo 15,9A,HADLEY RILLE,SCB 7 283,3.9,Breccia,Glass,100.0,"August, 15 2007 00:00:00",False,,,Glass bomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,397,60016,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60016.pdf,16,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60016,60016.0,428.0,Apollo 16,10,,,4307.0,Breccia,Fragmental,49.565,"December, 04 2014 00:00:00",True,True,,polymict,['44.3'],['0.27'],['29.5'],"['4.47', '4.6', '4.13', '4']",['0.063'],['3.8'],"['15.7', '15.3', '16', '17.2']","['0.47', '0.49', '0.5', '0.31']",['0.01'],[],[],[],"['6.72', '6.81', '6.59', '7.43']","['545', '550', '542', '630']","['24.5', '30.3', '17.7', '6.19']",[],['7.55'],[],['960'],[],['182'],['2.6'],"['180', '170', '202', '190']",,[],[],[],[],[],['5.5'],['172'],[],[],['3.74'],['30'],"['0.11', '0.16', '0.135']","['103', '150', '112']","['9.71', '12.6', '10.19', '0.99']","['25.4', '32', '26.2', '20']",[],"['15', '22']","['4.43', '5.68', '4.69', '0.45']","['1.2', '1.235', '1.22', '1.06']",[],"['0.82', '1.02', '0.95', '0.13']",['0.94'],[],[],[],"['3.03', '4.03', '3.36', '0.68']","['0.43', '0.553', '0.45', '0.1']","['3.3', '4.34', '3.56', '0.56']","['0.4', '0.52', '0.39', '0.03']",[],['0.79'],[],"['7.6', '10.1', '5.1', '5.66']",[],"['4.6', '19', '4.4', '5.91']","['1.64', '2.31', '1.73']","['0.42', '0.53', '0.42', '0.655']"
397,398,60017,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60017.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60017,60017.0,429.0,Apollo 16,13,SHADOW ROCK,,2102.0,Breccia,Impact Melt,95.588,"November, 26 2014 00:00:00",True,,,Variolitic,['44.43'],"['0.3', '0.37', '0.37']","['30.9', '27.8', '31.2']","['2.97', '3.27', '3.6']","['0.04', '0.04', '0.048']","['2.77', '5.27', '3']","['17.72', '15.1', '17']","['0.58', '0.06', '0.52']","['0.06', '0.04', '0.056']",['0.02'],[],[],"['7.1', '6', '6.7']",['370'],"['22', '8', '7.1']","['4', '2.1']","['3.25', '8.2']","['2.3', '3.3']",['9.35'],[],['21'],"['1.2', '0.7', '0.8']","['140', '250']",,['2.1'],[],[],[],[],['3.4'],['5'],[],[],['0.347'],['6.75'],"['1.2', '0.041', '0.004']","['92', '46', '50']","['3', '3.1']","['10', '8']",[],"['8.4', '5']","['1.7', '1.4']","['1.4', '1.24']",['3.4'],"['0.37', '0.3']","['1.8', '1.7']",['0.4'],[],['0.17'],"['0.6', '1.1', '1.2']","['0.2', '0.16']","['0.98', '1']",['0.14'],[],['0.1'],[],"['1.24', '1.5']",[],"['4.25', '4']","['0.6', '0.5']","['0.135', '0.13', '0.14']"
398,399,60018,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60018.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60018,60018.0,430.0,Apollo 16,10,,,1501.0,Breccia,Impact Melt,95.44200000000001,"September, 03 2014 00:00:00",True,,,Basaltic,"['46.1', '44.7']","['0.62', '0.31']","['24.5', '30.72']","['4.76', '3.46']",[],"['8.66', '3.63']","['13.9', '16.91']","['0.52', '0.46']","['0.31', '0.1']",[],[],[],"['4.7', '5.06']","['600', '457']","['9.4', '27']",['2'],['1.18'],[],['294'],[],['190'],"['5.8', '6.86']",[],,['27.8'],[],[],[],['12.8'],['1.29'],['4.94'],['20'],['150'],['3.3'],['6.5'],"['0.25', '0.314']","['370', '149']","['32.4', '9.66']","['82', '29.1', '79.8']",['12.6'],"['48.6', '49.1']","['13.7', '4.63']","['1.75', '0.99', '1.66']",['16.9'],"['2.46', '0.82', '2.79']",['16.7'],['3.9'],['11'],['1.6'],"['9.9', '2.86', '9.25']","['1.5', '0.42', '1.45']","['0.59', '3.01']",['0.4'],[],['0.78'],['7.57'],['6.58'],[],['5.46'],"['4.43', '2.22']","['1.2', '0.85', '1.22']"
399,400,60019,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60019.pdf,13,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60019,60019.0,431.0,Apollo 16,10,,,1887.0,Breccia,Regolith,96.48,"March, 04 2015 00:00:00",True,,,Glassy,"['45.25', '45.26']","['0.59', '0.77', '0.66']","['26.34', '23.15', '27.7']","['5.3', '6.88', '5.32', '5.33', '5.46']",['0.074'],"['6.73', '9.5', '6.7']","['14.93', '13.57', '14.9', '15', '15.1']","['0.46', '0.48', '0.441', '0.475', '0.51']","['0.14', '0.18', '0.152']","['0.18', '0.27']",[],[],"['11', '11', '8.92', '8.7', '9.4']","['782', '771', '742']","['49', '45', '27.7', '30.3', '28.4']",[],['13'],"['5.1', '3.4']",[],[],[],"['3.1', '4.2', '2.5']","['131', '136', '176', '174', '170']",,"['17', '30']",[],[],[],[],[],[],[],[],[],[],"['0.29', '0.28']","['220', '320', '191', '187', '180']","['20', '26', '19.7', '18.83', '19.8']","['51', '48.5', '51.4']",[],"['30', '31.1']","['9.06', '8.49', '8.9']","['1.285', '1.27', '1.35']",['10.8'],"['1.68', '1.71', '1.95']",['12.1'],['2.5'],[],[],"['8.2', '9.9', '6', '5.98', '6.2']","['0.86', '0.81', '0.84']","['6.75', '6.44', '6.5']","['0.76', '0.72', '0.77']",[],[],[],"['8.4', '11.2', '5.5']",[],"['9', '9', '1.4']","['3.35', '3.12', '3.05']","['0.86', '0.86', '0.9']"
400,401,60035,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60035.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60035,60035.0,433.0,Apollo 16,10,,,1052.0,Breccia,Fragmental,97.68799999999999,"April, 02 2014 00:00:00",True,,,Polymict granoblastic,"['44.31', '44.1']","['0.3', '0.29', '0.3', '0.2', '0.2']","['28.31', '29', '27.2', '26', '25.9']","['5.19', '5.1', '4.9', '4', '4.3']","['0.04', '0.059', '0.053', '0.056']","['6.47', '6', '5.5', '8.4', '8.2']","['15.49', '15.7', '16.3', '14.3', '14.1']","['0.31', '0.26', '0.36', '0.379', '0.413']","['0.08', '0.06', '0.058', '0.069', '0.064']",['0.02'],[],[],"['6.07', '5.5', '5.5', '5.9']","['696', '691', '752', '745']","['41', '43', '18', '19']",[],[],[],[],[],[],['2'],"['190', '135', '190']",,[],[],[],[],[],[],[],[],[],[],[],"['0.1', '0.1']","['232', '140', '40', '60']","['10.04', '8.3', '2.8', '3']","['24.1', '22', '7.2', '7.3']",[],"['14', '4', '6']","['4.3', '3.87', '1.18', '1.33']","['1.2', '0.96', '0.84', '0.9']",[],"['0.88', '0.68']","['4.6', '1.9', '2.2']",[],[],[],"['3.04', '2.72', '1.22', '1.43']","['0.42', '0.37', '0.17', '0.19']","['3.21', '2.8', '1', '1.1']","['0.31', '0.4', '0.2', '0.2']",[],[],[],"['14', '3.8', '3.5']",[],[],"['1.33', '1.38', '0.75', '0.82']",['0.78']
401,402,60075,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60075.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60075,60075.0,438.0,Apollo 16,10,,,183.8,Breccia,Fragmental ,96.163,"August, 28 2012 00:00:00",True,,,polymict,['45.47'],['0.2'],['32.55'],['1.73'],['0.02'],['1.87'],['17.63'],['0.67'],['0.05'],['0.02'],[],[],['5.1'],[],['7.5'],['3.4'],['4'],['3.6'],[],[],[],['1'],['174'],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['60075'],['2012'],[],[],[],[],[],[],[],[],"['16', '17']",['0.8'],[],[],[],[],[]
402,403,60095,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60095.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60095,60095.0,439.0,Apollo 16,10,,,46.6,Breccia,Glass,91.291,"November, 13 2013 00:00:00",True,,,Glass,"['44.82', '44.82', '46.4']","['0.48', '0.48']","['25.94', '25.94', '23.5']","['5.72', '5.53', '6.9']",[],"['7.89', '7.89', '10.5']","['14.61', '14.61', '12.1']","['0.32', '0.32']","['0.12', '0.31', '0.8']",[],[],[],['7.08'],,['40'],[],['1.55'],[],['306'],[],[],['1.67'],[],,[],[],[],[],[],['1.2'],['1.8'],[],[],['2.62'],['26'],['0.064'],['200'],['14.4'],['41.7'],[],[],['6.98'],['1.22'],[],['1.27'],[],[],[],[],['4.27'],['0.71'],['4.9'],['0.68'],[],['2.17'],[],['25.4'],[],['7.11'],['2.6'],"['0.67', '0.99']"
403,404,60115,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60115.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60115,60115.0,440.0,Apollo 16,10,,,132.5,Breccia,Impact Melt,96.955,"June, 24 2013 00:00:00",True,,,"clast rich, glassy matrix",[],[],[],[],[],[],[],[],['0.065'],[],[],[],[],,[],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['1.46'],['0.35']
404,405,60135,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60135.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60135,60135.0,441.0,Apollo 16,10,,,137.7,Breccia,Anorthosite,94.713,"November, 06 2012 00:00:00",True,,,Cataclastic anorthosite (G),"['43.69', '43.91', '43.69', '44.9']","['0.17', '0.02', '0.17']","['3.77', '35.24', '30.77', '32.7']","['3.55', '0.55', '4.77', '2.3']",[],"['3.82', '0.5', '3.82', '2.8']","['17.2', '19.26', '17.2', '17.6']","['0.33', '0.35', '0.35', '0.32']","['0.018', '0.05', '0.04', '0.05']",[],[],[],['5.21'],,"['43', '4.8']",[],['5'],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],"['87', '9']","['7.88', '0.2']","['22.4', '0.67']",[],[],['3.61'],"['1.21', '0.72']",[],"['0.72', '0.02']",[],[],[],[],['2.39'],['0.31'],"['2.3', '0.06']",['0.27'],[],[],[],[],[],[],"['0.27', '1.64']","['0.068', '0.46']"
405,406,60235,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60235.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60235,60235.0,443.0,Apollo 16,10,,,70.13,Breccia,Impact Melt,94.602,"September, 26 2013 00:00:00",True,,,Basaltic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,407,60255,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60255.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60255,60255.0,444.0,Apollo 16,10,,,871.0,Breccia,Regolith,92.90799999999999,"March, 06 2015 00:00:00",True,,,,['45.24'],"['0.61', '0.84', '0.68', '0.69']","['26.4', '27', '26.07', '26.11']","['5.32', '6.09', '6.05', '5.85']","['0.07', '0.087', '0.076', '0.06']","['6.6', '7.1', '9.3', '6.39']","['15.6', '15', '17.4', '15.14']","['0.469', '0.54', '0.52', '0.46']","['0.123', '0.133', '0.12']",['0.12'],['0.04'],[],"['9.5', '10.4', '10.7']","['739', '770', '790']","['33.3', '25.1', '35']",[],[],[],[],[],[],['8.3'],"['191', '80']",,[],[],[],[],[],[],[],[],[],[],[],"['0.17', '0.26']","['143', '160', '140']","['12.4', '15.1', '12.6']","['32', '36.5', '35']",[],"['20', '23.9']","['5.72', '6.88']","['1.195', '1.25', '1.35']",['8.5'],"['1.07', '1.37', '1.2']",['9.3'],['1.9'],[],[],"['4.13', '4.9', '4.6']","['0.58', '0.65', '0.7']","['4.85', '4.4', '5.2']","['0.56', '0.57', '0.7']",[],[],[],"['13.6', '7.2']",[],"['8.3', '1.3']","['2.3', '2.04', '5.2', '2.4']","['0.55', '0.76', '0.63']"
407,408,60275,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60275.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60275,60275.0,446.0,Apollo 16,10,,,255.2,Breccia,Regolith,94.439,"November, 13 2013 00:00:00",True,,,Glassy,['44.87'],"['0.68', '0.49', '0.62']","['25.3', '28.4', '25.42']","['5.17', '5.4', '5.78']","['0.063', '0.065', '0.06']","['6.7', '7.1', '7.64']","['15.3', '15.2', '14.57']","['0.48', '0.49', '0.46']","['0.123', '0.14', '0.22']",['0.26'],[],[],"['8.57', '8.2', '9.8']","['713', '650', '670']","['30.2', '31.4', '18']",['5.4'],['10'],['3.6'],[],[],[],"['6.2', '3.2']","['193', '50', '150']",,[],[],[],[],[],[],[],[],[],[],[],"['0.22', '0.26']","['197', '185', '220']","['19.7', '17.5']","['51', '43.7']",[],"['31', '28.9']","['9.08', '7.68']","['1.285', '1.28']",['9.2'],"['1.66', '1.54']",['11'],['2.2'],[],[],"['6.1', '5.4', '6.8']","['0.86', '0.74']","['6.93', '5.9']","['0.77', '0.66']",[],[],[],"['9.6', '8.6']",[],"['7.9', '2.1']","['3.2', '2.4', '2.99']","['0.95', '0.83', '0.88']"
408,409,60315,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60315.pdf,13,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60315,60315.0,447.0,Apollo 16,10,,,787.7,Breccia,Impact Melt,89.273,"January, 21 2015 00:00:00",True,,,Poikilitic,"['45.61', '46.75', '46.84']","['1.27', '1.38', '1.39', '1.26', '1']","['17.18', '17.1', '17.24', '17.7', '16.5']","['10.53', '8.64', '8.86', '10.3', '9.83']","['0.12', '0.11', '0.12', '0.11']","['13.15', '13.42', '13.81', '13.3', '11.1']","['10.41', '10.5', '10.5', '10.1', '10']","['0.56', '0.61', '0.51', '0.55', '0.62']","['0.35', '0.49', '0.39', '0.36', '0.37']","['0.45', '0.48', '0.48', '0.57']","['0.14', '0.14']",[],"['20', '13.4']","['1460', '1642', '1477', '1300']","['48', '89']","['11', '10.8']","['12', '8']","['4.6', '4.1']",[],[],[],"['9.8', '11', '9.8', '9']","['156', '135', '156', '156']",,"['37', '60', '33']",[],[],[],[],[],[],[],[],[],[],['0.05'],"['550', '445', '466']","['61', '45.5', '37']","['113', '98']",[],"['71.3', '47']","['20.1', '25']","['1.89', '1.6']","['23.8', '16']",['3.7'],"['26.3', '26']",['3'],['15.5'],['1.4'],"['16', '14', '12']",['2.1'],['13'],[],[],[],[],[],[],[],"['7.2', '9.2']","['2.05', '2']"
409,410,60335,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60335.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60335,60335.0,448.0,Apollo 16,10,,,317.8,Breccia,Impact Melt,85.476,"September, 19 2014 00:00:00",True,,,Basaltic,"['46.19', '44.8', '46.33', '46.47']","['0.58', '0.65', '0.57', '0.62']","['25.27', '24.4', '25.01', '24']","['4.51', '5.39', '4.6', '5.07']","['0.07', '0.071', '0.08', '0.07']","['8.14', '7.84', '7.7', '8.14']","['14.43', '14.7', '14.23', '14.2']","['0.52', '0.63', '0.62', '0.57']","['0.23', '0.21', '0.28', '0.27', '0.23']","['0.19', '0.21', '0.23']","['0.07', '0.082']",[],"['7.9', '9.4', '8.53']","['900', '910', '890']","['16', '24', '37']","['8.5', '7.4']","['2', '4', '4.3']","['3.46', '3.2', '3.12']",['700'],['193'],['230'],"['6.4', '7.1', '7.3', '6.3']","['162', '125', '140']",,"['16', '12', '10']",[],[],[],[],[],[],[],[],[],[],"['0.28', '0.256']","['160', '195']","['22', '21.1']","['58', '56.4']",['7.8'],"['36.4', '36']","['10', '8.92']","['1.38', '1.21']",['10.3'],"['2.03', '1.9']","['13.9', '11.7']","['2.9', '2.5']",['7.5'],[],"['6.88', '5.6', '6.64']","['0.95', '0.923']","['7', '6.86']",['0.81'],['301'],['3.8'],[],['17'],[],['16.8'],"['2.75', '2.85']","['0.92', '0.92']"
410,411,60535,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60535.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60535,60535.0,460.0,Apollo 16,10,,,7.23,Breccia,Fragmental,89.959,"April, 03 2013 00:00:00",True,,,polymict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,412,60615,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60615.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60615,60615.0,462.0,Apollo 16,10,,,32.97,Breccia,Impact Melt,92.126,"September, 25 2013 00:00:00",True,,,Basaltic,['44.9'],"['0.54', '0.49']","['21.5', '22.1']","['5.8', '4.7']","['0.071', '0.05']","['14', '14.2']","['12.1', '12.8']","['0.386', '0.45']","['0.12', '0.14']",['0.09'],[],[],['9'],"['985', '752']",['32'],[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],['140'],['16.9'],['44'],[],['28'],['7.6'],['1.13'],[],['1.4'],['9.2'],[],[],[],['5.3'],['0.77'],['5'],['0.65'],[],[],[],['9'],[],['8'],['2.7'],['0.8']
412,413,60625,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60625.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60625,60625.0,467.0,Apollo 16,10,,,117.0,Breccia,Impact Melt,93.26299999999999,"March, 30 2012 00:00:00",True,,,Poikilitic,"['45.3', '45.6']",['0.32'],"['25.9', '29.6', '22.8']","['5.4', '3.7', '5.8']",['0.04'],"['3.3', '9.6']","['17.1', '14.2']","['0.49', '0.47', '0.54']","['0.05', '0.2']",['0.04'],[],[],"['9.7', '9.8']",,"['27', '41']",[],[],[],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],['190'],"['20.7', '23.3']",['49'],[],['34'],"['10.5', '10.6']","['1.4', '1.46']",[],['1.4'],[],[],[],[],['6.7'],"['1', '1.1']",['6.3'],['0.7'],[],[],[],[],[],[],['4.1'],[]
413,414,60626,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60626.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60626,60626.0,468.0,Apollo 16,10,,,15.87,Breccia,Impact Melt,87.37200000000001,"March, 30 2012 00:00:00",True,,,Poikilitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,415,60627,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60627.pdf,1,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60627,60627.0,469.0,Apollo 16,10,,,12.09,Breccia,Impact Melt,97.34,"August, 15 2007 00:00:00",False,,,Crystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,416,60635,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60635.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60635,60635.0,472.0,Apollo 16,10,,,15.05,Breccia,Impact Melt,67.176,"November, 18 2013 00:00:00",True,,,Basaltic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,417,60636,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60636.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60636,60636.0,473.0,Apollo 16,10,,,35.65,Breccia,Impact Melt,87.459,"March, 30 2012 00:00:00",True,,,Basaltic/poikilitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,418,60637,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60637.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60637,60637.0,474.0,Apollo 16,10,,,7.98,Breccia,Fragmental,91.228,"April, 03 2013 00:00:00",True,,,polymict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,419,60645,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60645.pdf,2,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60645,60645.0,477.0,Apollo 16,10,,,33.5,Breccia,Impact Melt,97.666,"March, 30 2012 00:00:00",True,,,Fine-grained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,420,60659,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60659.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60659,60659.0,486.0,Apollo 16,10,,,22.2,Breccia,Fragmental,98.78399999999999,"March, 30 2012 00:00:00",True,,,polymict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,421,60666,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60666.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60666,60666.0,488.0,Apollo 16,10,,,15.95,Breccia,Impact Melt,88.42,"March, 30 2012 00:00:00",True,,,Glassy,"['42.7', '45.1']","['0.21', '0.5', '0.27']","['20.8', '29.7', '18.9']","['4.2', '5.56', '5']","['0.05', '0.07', '0.05']","['18.6', '6.5', '19']","['11.7', '15.5', '11']","['0.39', '0.47', '0.36']","['0.1', '0.08', '0.11']","['0.04', '0.06']",[],[],['6.5'],['820'],['53'],[],['6'],['3.6'],['530'],[],[],[],[],,[],[],['46'],[],[],[],['17'],['7.6'],[],[],[],[],['132'],['11.4'],['28'],[],['19'],['4.9'],['1.2'],[],['1.02'],['7.4'],[],[],[],['3.6'],['0.49'],['3.8'],['0.39'],[],[],[],['28'],[],['9'],['1.69'],['0.48']
421,422,60677,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/60677.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/60677,60677.0,494.0,Apollo 16,10,,,5.23,Breccia,Impact Melt,98.47,"February, 22 2011 00:00:00",True,,,"clast rich, Glassy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
